App,Category,Size,Type,ContentRating,Genres,AndroidVersion,Reviews,Rating,Installs,Price
Kids Corner: Interactive Tales and Games for kids,FAMILY,46M,Free,Everyone,Educational;Brain Games,4.1 and up,6404,4.5,500000,0
Cutie Cubies,FAMILY,83M,Free,Everyone,Puzzle;Creativity,4.1 and up,6356,4.4,500000,0
My Little Princess : Stores,FAMILY,60M,Paid,Everyone,Educational;Pretend Play,4.1 and up,169,4.3,5000,2.99
Sago Mini Big City,FAMILY,44M,Paid,Everyone,Education;Pretend Play,4.4 and up,8,4.2,1000,3.99
Pinkalicious Party,FAMILY,82M,Paid,Everyone,Educational;Creativity,4.1 and up,2,3,500,2.99
ROBLOX,FAMILY,67M,Free,Everyone 10+,Adventure;Action & Adventure,4.1 and up,4450855,4.5,100000000,0
PJ Masks: Moonlight Heroes,FAMILY,99M,Free,Everyone,Casual;Action & Adventure,4.0.3 and up,86961,4.4,10000000,0
Minion Rush: Despicable Me Official Game,FAMILY,Varies with device,Free,Everyone 10+,Casual;Action & Adventure,Varies with device,10216997,4.5,100000000,0
Dog Run - Pet Dog Simulator,FAMILY,24M,Free,Everyone,Simulation;Action & Adventure,4.1 and up,48701,4.7,10000000,0
Moana Island Life,FAMILY,78M,Free,Everyone,Simulation;Action & Adventure,4.0 and up,15246,4.1,1000000,0
Hot Wheels: Race Off,FAMILY,Varies with device,Free,Everyone,Racing;Action & Adventure,4.4 and up,520654,4.5,10000000,0
Basketball FRVR - Shoot the Hoop and Slam Dunk!,FAMILY,Varies with device,Free,Everyone,Sports;Action & Adventure,4.1 and up,4076,4.5,100000,0
Farming Simulator 14,FAMILY,51M,Free,Everyone,Simulation;Action & Adventure,2.3.3 and up,530904,4.5,10000000,0
My Oasis - Calming and Relaxing Idle Clicker Game,FAMILY,94M,Free,Everyone,Simulation;Action & Adventure,4.1 and up,106750,4.6,1000000,0
My Little Pony Rainbow Runners,FAMILY,16M,Free,Everyone,Casual;Action & Adventure,4.1 and up,33785,4.3,5000000,0
Extreme Racing 2 - Real driving RC cars game!,FAMILY,93M,Free,Everyone,Racing;Action & Adventure,4.1 and up,4207,4.3,500000,0
Cars: Lightning League,FAMILY,77M,Free,Everyone,Racing;Action & Adventure,4.0.3 and up,58795,4.5,10000000,0
Little Panda Run,FAMILY,32M,Free,Everyone,Educational;Action & Adventure,4.0.3 and up,3235,4.2,1000000,0
Snoopy's Town Tale - City Building Simulator,FAMILY,58M,Free,Everyone,Simulation;Action & Adventure,4.4 and up,47031,4.2,1000000,0
Car Racing game for Kids - Beepzz Dogs 🐕,FAMILY,48M,Free,Everyone,Racing;Action & Adventure,4.2 and up,131,4.4,100000,0
Pony Friends 🦄 - Beepzz racing game for kids,FAMILY,69M,Free,Everyone,Racing;Action & Adventure,4.2 and up,114,4.5,50000,0
LEGO® Juniors Create & Cruise,FAMILY,73M,Free,Everyone,Educational;Action & Adventure,4.1 and up,673203,4.1,50000000,0
Xtreme Racing 2018 - Jeep & 4x4 off road simulator,FAMILY,99M,Free,Everyone,Racing;Action & Adventure,4.1 and up,2178,4.2,500000,0
Thomas & Friends: Go Go Thomas,FAMILY,16M,Free,Everyone,Racing;Action & Adventure,4.1 and up,175625,4.1,10000000,0
Ninja Dash - Ronin Jump RPG,FAMILY,54M,Free,Everyone 10+,Arcade;Action & Adventure,4.0.3 and up,8508,4.7,500000,0
Paw Patrol by ShuffleCards,FAMILY,56M,Free,Everyone,Entertainment;Action & Adventure,4.0 and up,3484,4.3,1000000,0
Plants vs. Zombies™ Heroes,FAMILY,68M,Free,Everyone,Casual;Action & Adventure,4.1 and up,379415,4.4,10000000,0
Transformers Rescue Bots: Disaster Dash,FAMILY,25M,Free,Everyone,Casual;Action & Adventure,4.1 and up,19245,4.4,1000000,0
Mcqueen Coloring pages,FAMILY,7.0M,Free,Everyone,Art & Design;Action & Adventure,4.1 and up,65,NaN,100000,0
PAC-MAN Pop,FAMILY,54M,Free,Everyone,Puzzle;Action & Adventure,4.1 and up,24877,4.3,5000000,0
Monster Truck Driver & Racing,FAMILY,51M,Free,Everyone,Education;Action & Adventure,2.3 and up,765,4.4,1000000,0
L.O.L. Surprise Ball Pop,FAMILY,Varies with device,Free,Everyone,Casual;Action & Adventure,4.1 and up,10088,4.3,1000000,0
Strawberry Shortcake BerryRush,FAMILY,48M,Free,Everyone,Action;Action & Adventure,2.3 and up,525552,4.3,10000000,0
Little Fire Station,FAMILY,44M,Free,Everyone,Education;Action & Adventure,4.3 and up,3762,4.2,1000000,0
Ice Cream Jump,FAMILY,8.7M,Free,Everyone,Casual;Action & Adventure,2.3 and up,141363,4.2,10000000,0
Disney Magic Kingdoms: Build Your Own Magical Park,FAMILY,91M,Free,Everyone,Simulation;Action & Adventure,4.0.3 and up,472584,4.3,10000000,0
Turbo FAST,FAMILY,97M,Free,Everyone,Racing;Action & Adventure,2.3.3 and up,1329192,4.3,50000000,0
My Little Pony: Harmony Quest,FAMILY,26M,Free,Everyone,Casual;Action & Adventure,4.1 and up,148295,4.1,10000000,0
Transformers Rescue Bots: Hero Adventures,FAMILY,16M,Free,Everyone,Adventure;Action & Adventure,4.1 and up,41273,4.2,5000000,0
Robots Vs Zombies: Transform To Race And Fight,FAMILY,Varies with device,Free,Everyone,Racing;Action & Adventure,4.2 and up,278,4.5,100000,0
Equestria Girls,FAMILY,53M,Free,Everyone,Role Playing;Action & Adventure,4.0 and up,392596,4.3,10000000,0
DC Super Hero Girls™,FAMILY,95M,Free,Everyone,Action;Action & Adventure,4.0 and up,43060,4.3,5000000,0
Disney Crossy Road,FAMILY,83M,Free,Everyone,Arcade;Action & Adventure,4.4 and up,514088,4.5,10000000,0
Touch Racing 2 - Mini RC Race,FAMILY,78M,Free,Everyone,Racing;Action & Adventure,2.3.3 and up,41867,4.1,1000000,0
Toca Kitchen 2,FAMILY,56M,Free,Everyone,Educational;Pretend Play,4.1 and up,1014846,4.5,50000000,0
Doctor Pets,FAMILY,21M,Free,Everyone,Educational;Education,4.1 and up,23060,4.2,1000000,0
Supermarket – Game for Kids,FAMILY,26M,Free,Everyone,Casual;Pretend Play,4.1 and up,112080,4.4,10000000,0
Supermarket Manager: Cashier Simulator Kids Games,FAMILY,60M,Free,Everyone,Casual;Pretend Play,4.0 and up,15489,4,1000000,0
Kids Animals Jigsaw Puzzles 😄,FAMILY,22M,Free,Everyone,Educational;Brain Games,4.2 and up,51895,4.1,10000000,0
DC Super Hero Girls™,FAMILY,95M,Free,Everyone,Action;Action & Adventure,4.0 and up,43060,4.3,5000000,0
Strawberry Shortcake BerryRush,FAMILY,48M,Free,Everyone,Action;Action & Adventure,2.3 and up,525552,4.3,10000000,0
Inside Out Thought Bubbles,FAMILY,58M,Free,Everyone,Puzzle;Brain Games,4.0.3 and up,623398,4.4,10000000,0
Disney Magic Kingdoms: Build Your Own Magical Park,FAMILY,91M,Free,Everyone,Simulation;Action & Adventure,4.0.3 and up,472584,4.3,10000000,0
Monster High™,FAMILY,22M,Free,Everyone,Casual;Pretend Play,4.1 and up,66661,4.1,5000000,0
Cute Pet Puppies,FAMILY,36M,Free,Everyone,Simulation;Action & Adventure,2.3 and up,10447,4,1000000,0
Frozen Free Fall,FAMILY,37M,Free,Everyone,Puzzle;Action & Adventure,4.2 and up,1574197,4.3,50000000,0
Monster High™ Minis Mania,FAMILY,70M,Free,Everyone,Strategy;Action & Adventure,4.0.3 and up,19170,4.6,1000000,0
Shopkins World!,FAMILY,34M,Free,Everyone,Arcade;Action & Adventure,4.1 and up,169609,4.3,10000000,0
Monica Toy TV,FAMILY,49M,Free,Everyone 10+,Entertainment;Music & Video,4.1 and up,6188,4.7,500000,0
Toy Guitar with songs for kids,FAMILY,9.8M,Free,Everyone,Music & Audio;Music & Video,2.3 and up,1369,4.3,500000,0
Endless Numbers,FAMILY,37M,Free,Everyone,Education;Education,5.1 and up,2952,4.4,500000,0
Toddler Learning Games - Little Kids Games,FAMILY,Varies with device,Free,Everyone,Educational;Education,4.2 and up,731,4.2,100000,0
Sworkit Kids - Fitness Meets Fun,FAMILY,55M,Free,Everyone,Health & Fitness;Education,4.0 and up,9856,4.7,100000,0
Earth to Luna! Watch and Play,FAMILY,84M,Free,Everyone,Educational;Education,4.1 and up,10753,3.9,1000000,0
Nancy Drew Codes and Clues,FAMILY,16M,Free,Everyone,Educational;Education,4.1 and up,154,4.1,10000,0
Masha and the Bear Child Games,FAMILY,92M,Free,Everyone,Adventure;Education,4.0 and up,288523,4.1,10000000,0
codeSpark Academy & The Foos,FAMILY,57M,Free,Everyone,Educational;Education,4.1 and up,4522,4.1,500000,0
Toca Builders,FAMILY,Varies with device,Paid,Everyone,Education;Creativity,Varies with device,3328,4.2,100000,3.99
Toca Life: City,FAMILY,24M,Paid,Everyone,Education;Pretend Play,4.4 and up,31100,4.7,500000,3.99
LEGO® Friends,FAMILY,6.9M,Paid,Everyone,Casual;Pretend Play,4.0.3 and up,854,4.4,10000,4.99
My Little Work – Garage,FAMILY,44M,Paid,Everyone,Casual;Education,2.3 and up,560,4.3,10000,3.99
"Alizay, pirate girl",FAMILY,11M,Paid,Everyone,Casual;Action & Adventure,2.3 and up,197,4.5,1000,2.99
Word Search Games in english,FAMILY,16M,Free,Everyone,Puzzle;Brain Games,4.0.3 and up,63186,4.3,10000000,0
Chess Free,FAMILY,17M,Free,Everyone,Board;Brain Games,2.3 and up,23772,4.3,5000000,0
Tic Tac Toe,FAMILY,18M,Free,Everyone,Board;Action & Adventure,2.3 and up,6007,4.1,1000000,0
Dominos Game ✔️,FAMILY,16M,Free,Everyone,Board;Brain Games,4.1 and up,2903,4.1,1000000,0
Checkers ✔️,FAMILY,19M,Free,Everyone,Board;Brain Games,4.1 and up,3617,4.1,1000000,0
Crazy Colors: Bubbles Matching,FAMILY,1.6M,Free,Everyone,Board;Brain Games,3.0 and up,3063,4.6,100000,0
Chess for Kids - Play & Learn,FAMILY,47M,Free,Everyone,Puzzle;Brain Games,4.1 and up,3234,4.1,100000,0
Block Puzzle : Night in Egypt,FAMILY,16M,Free,Everyone,Puzzle;Brain Games,2.3 and up,276,4.4,50000,0
Mosaic puzzles,FAMILY,14M,Free,Everyone,Puzzle;Brain Games,4.0.3 and up,1595,4.4,500000,0
Chess School for Beginners,FAMILY,Varies with device,Free,Everyone,Board;Brain Games,4.1 and up,879,4.3,100000,0
RISK: Global Domination,FAMILY,75M,Free,Everyone,Board;Action & Adventure,4.4 and up,68559,4,5000000,0
Pino chess,FAMILY,25M,Free,Everyone,Casual;Brain Games,4.0 and up,61,4.8,1000,0
Chess PRO Free,FAMILY,5.7M,Free,Everyone,Board;Brain Games,2.3 and up,1123,3.8,100000,0
Children Educational Game Full,FAMILY,Varies with device,Paid,Everyone,Educational;Education,Varies with device,30,4.7,1000,7.49
All-in-One Mahjong 3 FREE,FAMILY,17M,Free,Everyone,Board;Brain Games,4.0 and up,566,4.5,50000,0
Hactar Go,FAMILY,3.5M,Paid,Everyone,Board;Brain Games,4.0 and up,97,4.8,1000,2.99
All-in-One Mahjong 3,FAMILY,16M,Paid,Everyone,Board;Brain Games,4.0 and up,38,4.4,100,0.99
World Racers family board game,FAMILY,42M,Paid,Everyone,Board;Pretend Play,5.1 and up,4,4.8,100,0.99
SweetLand — Family Board Game,FAMILY,47M,Paid,Everyone,Casual;Pretend Play,2.3.3 and up,38,4.2,1000,0.99
Steam: Rails to Riches,FAMILY,67M,Paid,Everyone,Board;Brain Games,4.1 and up,214,4.2,5000,4.99
Whoowasit? - Best kids game!,FAMILY,26M,Paid,Everyone,Board;Action & Adventure,4.1 and up,248,4,5000,2.99
Lanterns: The Harvest Festival,FAMILY,72M,Paid,Everyone,Board;Brain Games,4.1 and up,185,4.7,1000,4.99
Tsuro - The Game of the Path,FAMILY,37M,Paid,Everyone,Board;Brain Games,2.3 and up,2195,4.7,10000,2.99
THE aMAZEing Labyrinth,FAMILY,1.2M,Paid,Everyone,Board;Brain Games,4.0 and up,1615,3.9,10000,4.99
Chess and Mate,FAMILY,17M,Paid,Everyone,Board;Brain Games,2.3 and up,359,4.5,5000,4.99
Kids Balloon Pop Game Free 🎈,FAMILY,19M,Free,Everyone,Casual;Music & Video,4.0.3 and up,38021,4.1,10000000,0
Sounds for Toddlers FREE,FAMILY,23M,Free,Everyone,Educational;Education,4.0 and up,6190,4.4,1000000,0
Elmo Calls by Sesame Street,FAMILY,25M,Free,Everyone,Educational;Pretend Play,2.3 and up,6903,3.9,1000000,0
Sago Mini Friends,FAMILY,83M,Free,Everyone,Education;Pretend Play,4.0.3 and up,13155,4.4,1000000,0
Papumba Academy - Fun Learning For Kids,FAMILY,94M,Free,Everyone,Education;Education,4.2 and up,496,4.4,100000,0
Tee and Mo Bath Time Free,FAMILY,97M,Free,Everyone,Educational;Education,4.0.3 and up,418,3.6,100000,0
Bita and the Animals - Pelos Ares,FAMILY,37M,Free,Everyone,Education;Music & Video,2.2 and up,1160,4.4,100000,0
TO-FU Oh!SUSHI,FAMILY,92M,Free,Everyone,Education;Pretend Play,4.4 and up,59917,4.1,5000000,0
DreamWorks Friends,FAMILY,48M,Free,Everyone,Role Playing;Pretend Play,4.3 and up,1042,3.6,100000,0
Avokiddo Emotions,FAMILY,12M,Paid,Everyone,Education;Pretend Play,4.0.3 and up,73,4.6,1000,2.99
Nighty Night Circus,FAMILY,15M,Paid,Everyone,Education;Action & Adventure,2.3 and up,382,4.3,10000,2.99
Sago Mini Babies,FAMILY,83M,Paid,Everyone,Education;Pretend Play,4.0.3 and up,253,4.5,10000,3.99
Dr. Panda & Toto's Treehouse,FAMILY,9.5M,Paid,Everyone,Casual;Pretend Play,4.0 and up,3396,4.4,50000,3.99
Kids Balloon Pop Game Free 🎈,FAMILY,19M,Free,Everyone,Casual;Music & Video,4.0.3 and up,38021,4.1,10000000,0
Sounds for Toddlers FREE,FAMILY,23M,Free,Everyone,Educational;Education,4.0 and up,6190,4.4,1000000,0
Elmo Calls by Sesame Street,FAMILY,25M,Free,Everyone,Educational;Pretend Play,2.3 and up,6903,3.9,1000000,0
Sago Mini Friends,FAMILY,83M,Free,Everyone,Education;Pretend Play,4.0.3 and up,13155,4.4,1000000,0
Papumba Academy - Fun Learning For Kids,FAMILY,94M,Free,Everyone,Education;Education,4.2 and up,496,4.4,100000,0
Tee and Mo Bath Time Free,FAMILY,97M,Free,Everyone,Educational;Education,4.0.3 and up,418,3.6,100000,0
Bita and the Animals - Pelos Ares,FAMILY,37M,Free,Everyone,Education;Music & Video,2.2 and up,1160,4.4,100000,0
TO-FU Oh!SUSHI,FAMILY,92M,Free,Everyone,Education;Pretend Play,4.4 and up,59917,4.1,5000000,0
DreamWorks Friends,FAMILY,48M,Free,Everyone,Role Playing;Pretend Play,4.3 and up,1042,3.6,100000,0
Avokiddo Emotions,FAMILY,12M,Paid,Everyone,Education;Pretend Play,4.0.3 and up,73,4.6,1000,2.99
Nighty Night Circus,FAMILY,15M,Paid,Everyone,Education;Action & Adventure,2.3 and up,382,4.3,10000,2.99
Sago Mini Babies,FAMILY,83M,Paid,Everyone,Education;Pretend Play,4.0.3 and up,253,4.5,10000,3.99
Dr. Panda & Toto's Treehouse,FAMILY,9.5M,Paid,Everyone,Casual;Pretend Play,4.0 and up,3396,4.4,50000,3.99
ROBLOX,FAMILY,67M,Free,Everyone 10+,Adventure;Action & Adventure,4.1 and up,4450890,4.5,100000000,0
PlayKids - Educational cartoons and games for kids,FAMILY,Varies with device,Free,Everyone,Entertainment;Music & Video,Varies with device,182173,4.1,10000000,0
YouTube Kids,FAMILY,Varies with device,Free,Everyone,Entertainment;Music & Video,4.1 and up,470713,4.5,50000000,0
Fun Kid Racing - Motocross,FAMILY,Varies with device,Free,Everyone,Racing;Action & Adventure,4.2 and up,59729,4.1,10000000,0
Barbie Life™,FAMILY,63M,Free,Everyone,Casual;Pretend Play,4.1 and up,133117,3.9,5000000,0
Baby Panda Care,FAMILY,49M,Free,Everyone,Educational;Pretend Play,4.0.3 and up,108795,4.2,10000000,0
Palace Pets in Whisker Haven,FAMILY,14M,Free,Everyone,Entertainment;Pretend Play,4.2 and up,47213,4.1,5000000,0
Sweet Baby Girl - Dream House and Play Time,FAMILY,58M,Free,Everyone,Educational;Education,4.4 and up,95537,3.9,10000000,0
Monster High™,FAMILY,22M,Free,Everyone,Casual;Pretend Play,4.1 and up,66660,4.1,5000000,0
Hello Kitty Lunchbox,FAMILY,15M,Free,Everyone,Casual;Creativity,4.1 and up,51838,4.2,5000000,0
Duolingo: Learn Languages Free,FAMILY,Varies with device,Free,Everyone,Education;Education,Varies with device,6294397,4.7,100000000,0
Sweet Baby Girl Newborn Baby,FAMILY,50M,Free,Everyone,Educational;Education,4.4 and up,36028,3.8,5000000,0
COOKING MAMA Let's Cook!,FAMILY,59M,Free,Everyone,Educational;Pretend Play,4.1 and up,528745,4.3,10000000,0
Shopkins World!,FAMILY,34M,Free,Everyone,Arcade;Action & Adventure,4.1 and up,169609,4.3,10000000,0
DisneyNOW – TV Shows & Games,FAMILY,Varies with device,Free,Everyone,Entertainment;Music & Video,4.4 and up,82471,4.3,5000000,0
Ever After High™ Charmed Style,FAMILY,54M,Free,Everyone,Casual;Pretend Play,4.0.3 and up,44062,3.9,1000000,0
Equestria Girls,FAMILY,53M,Free,Everyone,Role Playing;Action & Adventure,4.0 and up,392596,4.3,10000000,0
Fun Kid Racing,FAMILY,Varies with device,Free,Everyone,Racing;Action & Adventure,4.2 and up,79667,4,10000000,0
Learn to Read with Tommy Turtle,FAMILY,Varies with device,Free,Everyone,Educational;Education,2.3 and up,20763,4,5000000,0
Frozen Free Fall,FAMILY,37M,Free,Everyone,Puzzle;Action & Adventure,4.2 and up,1574204,4.3,50000000,0
Nick,FAMILY,25M,Free,Everyone 10+,Entertainment;Music & Video,4.4 and up,123322,4.2,10000000,0
Thomas & Friends: Race On!,FAMILY,26M,Free,Everyone,Casual;Action & Adventure,4.4 and up,29319,4.1,5000000,0
Mad Libs,FAMILY,61M,Free,Everyone,Entertainment;Brain Games,6.0 and up,8126,4,1000000,0
Inside Out Thought Bubbles,FAMILY,58M,Free,Everyone,Puzzle;Brain Games,4.0.3 and up,623398,4.4,10000000,0
My Little Pony Celebration,FAMILY,17M,Free,Everyone,Simulation;Pretend Play,2.3 and up,63160,4.3,1000000,0
Sago Mini Friends,FAMILY,83M,Free,Everyone,Education;Pretend Play,4.0.3 and up,13155,4.4,1000000,0
Thomas & Friends: Delivery,FAMILY,17M,Free,Everyone,Casual;Action & Adventure,2.3 and up,28737,4.2,1000000,0
School of Dragons,FAMILY,Varies with device,Free,Everyone,Role Playing;Action & Adventure,Varies with device,530792,4.1,10000000,0
Nasty Goats,FAMILY,64M,Free,Everyone,Arcade;Action & Adventure,4.0 and up,45579,4.3,1000000,0
Starfall Free & Member,FAMILY,41M,Free,Everyone,Education;Education,4.0 and up,19720,4.2,1000000,0
Animal Jam - Play Wild!,FAMILY,58M,Free,Everyone,Casual;Pretend Play,4.1 and up,361970,4.6,5000000,0
Video Editor,FAMILY,23M,Free,Everyone,Video Players & Editors;Creativity,4.3 and up,159619,4.1,5000000,0
Real Racing 3,FAMILY,71M,Free,Everyone,Racing;Action & Adventure,4.1 and up,354384,4.5,10000000,0
Peak – Brain Games & Training,FAMILY,Varies with device,Free,Everyone,Education;Brain Games,5.0 and up,272321,4.4,10000000,0
Minecraft,FAMILY,Varies with device,Paid,Everyone 10+,Arcade;Action & Adventure,Varies with device,2376564,4.5,10000000,6.99
Card Wars - Adventure Time,FAMILY,23M,Paid,Everyone 10+,Card;Action & Adventure,2.3.3 and up,129603,4.3,1000000,2.99
Monash Uni Low FODMAP Diet,MEDICAL,12M,Paid,Everyone,Medical,4.0 and up,1135,4.2,100000,9
iBP Blood Pressure,MEDICAL,704k,Paid,Everyone,Medical,2.2 and up,578,4.4,10000,0.99
Pedi STAT,MEDICAL,2.9M,Paid,Everyone,Medical,4.1 and up,129,4.6,10000,5.49
ASCCP Mobile,MEDICAL,25M,Paid,Everyone,Medical,2.2 and up,63,4.5,10000,9.99
Journal Club: Medicine,MEDICAL,Varies with device,Paid,Everyone,Medical,Varies with device,216,4.8,10000,6.99
Paramedic Protocol Provider,MEDICAL,20M,Paid,Everyone 10+,Medical,4.1 and up,171,4.5,10000,10
MommyMeds,MEDICAL,21M,Paid,Everyone,Medical,6.0 and up,45,3.2,5000,3.99
Medical ID - In Case of Emergency (ICE),MEDICAL,5.4M,Paid,Everyone,Medical,5.0 and up,717,4.6,5000,5.99
Human Anatomy Atlas 2018: Complete 3D Human Body,MEDICAL,25M,Paid,Everyone,Medical,5.0 and up,2921,4.5,100000,24.99
Essential Anatomy 3,MEDICAL,42M,Paid,Mature 17+,Medical,4.0.3 and up,1533,4.1,50000,11.99
Vargo Anesthesia Mega App,MEDICAL,32M,Paid,Everyone,Medical,4.0.3 and up,92,4.6,1000,79.99
EMT Review Plus,MEDICAL,1.8M,Paid,Everyone,Medical,4.4W and up,199,4.5,10000,11.99
Muscle Trigger Point Anatomy,MEDICAL,33M,Paid,Everyone,Medical,4.0.3 and up,1361,4.4,50000,2.99
2017 EMRA Antibiotic Guide,MEDICAL,3.8M,Paid,Everyone,Medical,4.0.3 and up,12,4.4,1000,16.99
ASRA Coags,MEDICAL,5.8M,Paid,Everyone,Medical,4.1 and up,15,4.4,1000,3.99
IBM Micromedex Drug Info,MEDICAL,9.5M,Paid,Everyone,Medical,4.0 and up,206,3.8,10000,2.99
Diabetes & Diet Tracker,MEDICAL,19M,Paid,Everyone,Medical,5.0 and up,395,4.6,1000,9.99
VeinSeek,MEDICAL,Varies with device,Paid,Everyone,Medical,Varies with device,79,2.5,1000,3.99
Block Buddy,MEDICAL,5.0M,Paid,Everyone,Medical,4.0 and up,15,4,1000,14.99
Super Hearing Secret Voices Recorder PRO,MEDICAL,23M,Paid,Everyone,Medical,4.1 and up,3,5,100,2.99
EMT Study - NREMT Test Prep,MEDICAL,862k,Paid,Everyone,Medical,4.0.3 and up,35,4.3,5000,3.99
Calcium Pro,MEDICAL,9.9M,Paid,Everyone,Medical,4.0.3 and up,77,3.4,5000,2.99
Arrhythmias and Dysrhythmias,MEDICAL,24M,Paid,Everyone,Medical,4.2 and up,3,NaN,500,1
EMT PASS,MEDICAL,2.4M,Paid,Everyone,Medical,4.0 and up,51,3.4,1000,29.99
Pocket Lab Values,MEDICAL,899k,Paid,Everyone,Medical,2.1 and up,214,4.3,10000,2.99
Medical terms (OFFLINE),MEDICAL,38M,Paid,Teen,Medical,4.1 and up,104,4.4,1000,2.99
"Cardiac diagnosis (heart rate, arrhythmia)",MEDICAL,6.5M,Paid,Everyone,Medical,3.0 and up,8,4.4,100,12.99
ERres- Emergency Medicine,MEDICAL,14M,Paid,Everyone,Medical,4.0 and up,45,4.2,1000,4.99
FHR 5-Tier 2.0,MEDICAL,1.2M,Paid,Everyone,Medical,4.0 and up,2,5,500,2.99
AnatomyMapp,MEDICAL,48M,Paid,Everyone,Medical,3.0 and up,80,4.1,5000,14.99
OptoDrum,MEDICAL,378k,Paid,Everyone,Medical,3.0 and up,10,3.9,1000,5.99
"Migraine, Headache Diary HeadApp Pro",MEDICAL,22M,Paid,Everyone,Medical,4.4 and up,156,4.6,500,3.49
Blood Pressure Companion,MEDICAL,4.8M,Paid,Everyone,Medical,4.1 and up,178,4.2,1000,0.99
Visual Anatomy 2,MEDICAL,Varies with device,Paid,Everyone,Medical,Varies with device,576,4.4,5000,2.49
"Muscle Premium - Human Anatomy, Kinesiology, Bones",MEDICAL,25M,Paid,Everyone,Medical,4.4 and up,168,4.2,10000,24.99
CCHT PREP,MEDICAL,266k,Paid,Everyone,Medical,2.1 and up,25,3.6,1000,10.99
Paramedic Meds,MEDICAL,375k,Paid,Everyone,Medical,1.6 and up,163,4.5,10000,1.99
Advanced Comprehension Therapy,MEDICAL,62M,Paid,Everyone,Medical,4.0.3 and up,3,NaN,100,24.99
OmniMedix Medical Calculator,MEDICAL,1.2M,Paid,Everyone,Medical,3.0 and up,25,4.7,1000,4.99
Breathing Zone,MEDICAL,Varies with device,Paid,Everyone,Medical,Varies with device,319,4.6,5000,3.99
Lab Values + Medical Reference,MEDICAL,2.8M,Paid,Everyone,Medical,2.3 and up,133,4.5,10000,2.99
Recognise Foot,MEDICAL,95M,Paid,Everyone,Medical,4.1 and up,9,4.2,1000,7.49
Anti Mosquito simulation,MEDICAL,2.6M,Paid,Everyone,Medical,2.3.3 and up,74,4.2,1000,1.5
Pain Tracker & Diary,MEDICAL,4.6M,Paid,Everyone,Medical,4.1 and up,3,4.3,100,2.99
Menstrual Calendar Premium,MEDICAL,Varies with device,Paid,Everyone,Medical,Varies with device,4207,4.4,50000,3.99
Whist - Tinnitus Relief,MEDICAL,5.1M,Paid,Everyone,Medical,4.1 and up,12,4.1,1000,1.99
Critical Care Paramedic Review,MEDICAL,1.8M,Paid,Everyone 10+,Medical,4.4W and up,17,4.4,1000,9.99
With Helper Pro Pill Reminder,MEDICAL,Varies with device,Paid,Everyone,Medical,Varies with device,358,4.6,5000,3.99
Manage My Pain Pro,MEDICAL,Varies with device,Paid,Everyone,Medical,Varies with device,726,4.4,5000,3.99
"End Anxiety Pro - Stress, Panic Attack Help",MEDICAL,53M,Paid,Everyone,Medical,4.2 and up,33,4.2,1000,3.99
Acupuncture Assistant,MEDICAL,39M,Paid,Everyone,Medical,4.1 and up,492,4.5,10000,7.99
Number Therapy,MEDICAL,5.3M,Paid,Everyone,Medical,4.0.3 and up,0,NaN,50,14.99
InfantRisk Center HCP,MEDICAL,14M,Paid,Everyone,Medical,2.3.3 and up,41,2.6,1000,9.99
EMT Tutor NREMT-B Study Guide,MEDICAL,8.4M,Paid,Everyone,Medical,2.1 and up,625,4.6,10000,3.99
Hospitalist Handbook,MEDICAL,18M,Paid,Everyone,Medical,4.1 and up,12,4.8,1000,19.99
PTA Content Master,MEDICAL,41M,Paid,Everyone,Medical,2.2 and up,64,4.2,1000,29.99
Navi Radiography Pro,MEDICAL,100M,Paid,Everyone,Medical,4.0.3 and up,11,4.7,500,15.99
Nursing Care Plan NANDA Tables,MEDICAL,3.4M,Paid,Everyone,Medical,2.3.3 and up,4,3,500,0.99
A Manual of Acupuncture,MEDICAL,68M,Paid,Everyone,Medical,4.0 and up,214,3.5,1000,33.99
palmPEDi: Pediatric Tape,MEDICAL,2.6M,Paid,Everyone,Medical,3.2 and up,66,4.6,5000,0.99
GoodRx Drug Prices and Coupons,MEDICAL,11M,Free,Everyone,Medical,4.1 and up,59158,4.8,1000000,0
MyChart,MEDICAL,Varies with device,Free,Everyone,Medical,Varies with device,19473,4.2,1000000,0
FollowMyHealth®,MEDICAL,37M,Free,Everyone,Medical,4.4 and up,73118,4.6,1000000,0
CareZone,MEDICAL,Varies with device,Free,Everyone,Medical,Varies with device,27524,4.4,1000000,0
Ovia Pregnancy Tracker & Baby Countdown Calendar,MEDICAL,9.8M,Free,Everyone,Medical,4.3 and up,102858,4.8,1000000,0
Teladoc Member,MEDICAL,23M,Free,Everyone,Medical,4.3 and up,2094,4,500000,0
myAir™ for Air10™ by ResMed,MEDICAL,18M,Free,Everyone,Medical,5.0 and up,236,3.7,50000,0
Blood Pressure,MEDICAL,7.4M,Free,Everyone,Medical,4.1 and up,33033,4.2,5000000,0
Pregnancy Week By Week,MEDICAL,11M,Free,Everyone,Medical,4.1 and up,78825,4.8,1000000,0
Doctor On Demand,MEDICAL,Varies with device,Free,Everyone,Medical,4.4 and up,18674,4.7,1000000,0
BioLife Plasma Services,MEDICAL,23M,Free,Everyone,Medical,4.4 and up,250,3.5,100000,0
OneTouch Reveal,MEDICAL,34M,Free,Everyone,Medical,5.1 and up,6266,3.9,500000,0
